external_id;name;description;price;brand;category;subcategory;gender;photos;ai_processed
_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw;Dior Lady 17;Изысканная модель, выполненная из натуральной кожи ягненка с классическим узором Cannage. Элегантный дизайн дополнен фирменной подвеской с буквами DIOR и утонченным логотипом CD. Универсальный аксессуар с цепочкой, который можно носить в руках, на плече или через плечо.\n\nРазмеры: 17*15*7 см;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_8.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_9.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_10.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dt2rSScnNSO6R7GZBrMe94347tUnQgpc8lXgODw_11.jpg""]";true
_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA;Dior WOC;Элегантная модель WOC в глубоком оттенке спелой сливы, выполненная из изысканной кожи ящерицы (лизард). Аксессуар дополнен утонченными жемчужными деталями, подчеркивающими премиальный статус изделия. Размеры: 21 x 11.5 x 4.5 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dc-rSrq6CJHNjJw7uv6dYiSeeSNVz1lE6tug2IA_8.jpg""]";true
_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw;Dior WOC;Элегантная сумка Dior WOC, выполненная из изысканной кожи ящерицы (лизард) в эффектном градиентном синем оттенке. Модель дополнена роскошными жемчужными деталями, подчеркивающими утонченный стиль аксессуара.\nРазмеры: 21 x 11.5 x 4.5 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dBLrSK4mBFQfz7j50sD-jmtRJAP3V1W2lWgbuFw_8.jpg""]";true
_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A;Dior Toujours;Элегантная сумка Dior Toujours выполнена из натуральной кожи с изысканным узором Cannage. Модель дополнена функциональным замком CD Lock и удобными регулируемыми боковыми вставками для создания безупречного образа.\n\nРазмеры: 28.5 x 21.5 x 17 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_5.jpg"",""https://xcimg.szwego.com/img/a23677e9/20260429/i1777448880746_3720_0_9.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dw5rStKEDU3jTaDJLEk_5JLVn8bw3vSdBCo0A_A_8.jpg""]";true
_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ;Dior Сумка с бантом;Эта нежная модель из мягкой натуральной кожи ягненка напоминает облако и дарит невероятные тактильные ощущения. Изящный декор в виде банта придает образу романтичный и женственный акцент, делая аксессуар идеальным дополнением как к повседневному, так и к вечернему наряду. Вместительное внутреннее пространство легко разместит все необходимые мелочи, включая смартфон и косметику.\n\nРазмеры: 26x16x10 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_da9rSS6MBgm9f33ktsTePo7FEoWFxj7rSOL83CQ_8.jpg""]";true
_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg;Dior Lady 17;Элегантная сумка Lady Dior, выполненная из изысканной кожи ящерицы с эффектным градиентом серо-голубого оттенка. Модель дополнена фирменной подвеской с буквами DIOR, подчеркивающей премиальный статус изделия.\nРазмеры: 17*15*7 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_8.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dborSLFzv0tImDSrTgAp6Bm4Qsn65JUDjHrxdLg_9.jpg""]";true
_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA;Dior Lady 17;Изысканная модель Lady Dior, выполненная из экзотической кожи крокодила в глубоком оттенке синего цвета. Элегантный аксессуар подчеркнет ваш безупречный вкус и статус. Размеры: 17*15*7 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_8.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlQrSrouyrv85LmkXvGWSWbe22l6uZ16Hpt3ciA_9.jpg""]";true
_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A;Dior Lady 17;Элегантная сумка Lady Dior, выполненная из изысканной кожи страуса в нежном оттенке сакуры. Модель дополнена знаковыми деталями, включая фирменный узор Cannage и изящную подвеску с буквами DIOR.\n\nРазмеры: 17*15*7 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_8.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dlNrS3hByPUsrtmKnSOU1Y4w_vxyteaMU80Fg0A_9.jpg""]";true
_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg;Dior Lady 17;Элегантная сумка Lady Dior, выполненная из изысканной кожи ящерицы (лизард) в глубоком винном оттенке. Модель дополнена фирменной подвеской с буквами DIOR, подчеркивающей премиальный статус аксессуара.\nРазмеры: 17*15*7 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_8.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dl5rSAQe0gZ5DYTpnH8k5c1zXP_G-RlBdmhxWNg_9.jpg""]";true
_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA;Dior D-joy 22;Элегантная сумка Dior D-joy, выполненная из премиальной кожи страуса в глубоком цвете марсала. Изысканный аксессуар подчеркнет ваш безупречный вкус и статус. Размеры: 22*12*6 см.;0;ivacgwvpdne0t35;l1v0jdhlhflwj7x;dnckd3yiv2q0r5f;женский;"[""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_0.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_1.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_2.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_3.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_4.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_5.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_6.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_7.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_8.jpg"",""https://static.yeezyunique.ru/batches/4c02fe07-1729-46c4-8cde-6316f0b9a2aa/_dJUrSinZpyKDhkL7mluQMimKag-Pz3htf43V0WA_9.jpg""]";true
