external_id;name;description;price;brand;category;subcategory;gender;photos;ai_processed
_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA;Valentino Юбка;Элегантная юбка из струящегося шелкового сатина с изысканной плиссировкой и боковым разрезом. Модель с высокой посадкой дополнена изящным поясом с бантом, который подчеркивает талию и создает женственный силуэт.;25000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;cu30cai7pfqvs7b;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dkSrSoRJylFApEaWR2aWw_D9W5uKqdO4HZ9MDOA_8.jpg""]";true
_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg;Valentino Юбка;Элегантная юбка из струящегося шелкового сатина с изысканной плиссировкой и боковым разрезом. Модель с высокой посадкой дополнена изящным поясом с бантом, который подчеркивает талию и создает женственный силуэт.;25000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;cu30cai7pfqvs7b;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dherSwdHjkcSQpq2Z9PwQOBGPh6mBnIqSiR5ONg_8.jpg""]";true
_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw;Valentino Блузка;Элегантная блузка из черного кружева с изысканным воротником-стойкой. Модель с акцентными плечевыми накладками и приталенным кроем подчеркивает силуэт, создавая утонченный и романтичный образ в стиле ретро.;22000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;6998r62a1bfgn74;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_doVrSh8o3S_wTDc4m0otto-d79k8U1fWTJYPUWw_8.jpg""]";true
_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ;Valentino Юбка;Элегантная юбка из коллекции Fireflies выполнена из нежного шелка с изысканными кружевными вставками и декоративной бахромой. Модель с эффектным кроем «русалка» создает утонченный силуэт, обеспечивая легкость и динамику при каждом движении.;25000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;cu30cai7pfqvs7b;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dlzrS51fFsRe656y1wyi2rZhnFiz1SnPs6tF2aQ_8.jpg""]";true
_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg;Valentino Блуза;Элегантная блуза из легкого натурального шелка с изысканным круглым вырезом. Модель дополнена объемными рукавами с воланами и сложной плиссировкой на манжетах, создающей утонченный и динамичный силуэт.;22000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;6998r62a1bfgn74;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dpXrSqsDWd2Gp37iXha-XARInlo67HON0vyJ4Eg_8.jpg""]";true
_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg;Valentino Платье;Изысканное вечернее платье из легкого шелкового тюля с градиентным переходом оттенков. Модель украшена сложной вышивкой из пайеток и бахромой, а также дополнена элегантным черным бантом на воротнике. Многослойный подол создает невероятно женственный и воздушный силуэт.;35000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;uk13mvo3hb5wzjn;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dvirSriXFGO-Vl9K1Di4VQFKjbcJ49IwepjAKqg_8.jpg""]";true
_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g;Valentino Платье;Элегантное платье из натурального шелка с изысканным цветочным принтом. Модель дополнена классическим рубашечным воротником, длинными рукавами и акцентным поясом, который подчеркивает талию и создает женственный силуэт.;35000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;uk13mvo3hb5wzjn;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dG3rSEVXTvA7fPNuOtAHgoOs968pejWlqXXXQ6g_8.jpg""]";true
_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g;Valentino Платье;Элегантное вечернее платье из плотного натурального шелка с изысканным ниспадающим силуэтом. Модель украшена золотистой вышивкой пайетками на воротнике и манжетах, а также бархатным декором в форме сердца с кисточками на груди.;35000;h1qgeur5z4m2gph;lrg3k8cd5bgw3jv;uk13mvo3hb5wzjn;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_du8rShqW7HoIjoyX13pi_90rpyOuQxiQkfslX9g_8.jpg""]";true
_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw;Dior Жакет;Элегантный жакет прямого кроя выполнен из фактурной шерстяной ткани с добавлением мягкой овечьей шерсти. Модель дополнена изящным бантом из грогрена с золотистой металлической фурнитурой в виде логотипа CD и дополнена подкладкой из натурального шелка.;0;ivacgwvpdne0t35;lrg3k8cd5bgw3jv;cf2rqy0d3l6e0t3;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_d8PrSaknT2pPwb3VYbyuHblz4vG1Fecqboh0Taw_8.jpg""]";true
_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ;Dior Юбка;Элегантная мини-юбка из фактурной шерстяной ткани с добавлением мягкой овечьей шерсти. Модель выполнена в изысканном крое с акцентом на силуэт и дополнена фирменным золотистым логотипом CD, а также роскошной подкладкой из натурального шелка.;25000;ivacgwvpdne0t35;lrg3k8cd5bgw3jv;cu30cai7pfqvs7b;Для женщин;"[""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_0.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_1.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_2.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_3.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_4.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_5.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_6.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_7.jpg"",""https://static.yeezyunique.ru/batches/ebbac14d-e7bf-4045-bde0-0f03c3145334/_dsqrSSuaEzyWeSxmxBKy6yonbmCS_DVzd2rwAyQ_8.jpg""]";true
